restaurant_name,restaurant_id,city,categories,veg_category_count
best-grill-geraardsbergen-1,N537N0Q,Nederboelare,No Vegetarian Categories,1
pizzeria-la-piazzetta,O7P0OP7N,Nederboelare,No Vegetarian Categories,1
ath-grill-ath,OR307NPN,Nederboelare,No Vegetarian Categories,1
la-cite-de-pekin,R3PN15QN,Nederboelare,No Vegetarian Categories,1
pitta-istanbul-lessines-1,RNNRNNQN,Nederboelare,No Vegetarian Categories,1
traiteur-gloss,R0POQ5QN,Zarren,No Vegetarian Categories,1
bosphorus-alken-1,NNRP035,Stevoort,No Vegetarian Categories,1
dominos-pizza-diepenbeek,R13QNPQN,Diepenbeek,"Pizzas vegan,Vegan Pizza's",2
snack-corner-zele,NR1RNNQ,Zele,No Vegetarian Categories,1
deluxe-burger-hamme,O517N5N1,Zele,No Vegetarian Categories,1
eetcafe-ossendrecht,QN1QN33,Antwerp,No Vegetarian Categories,1
frituur-statie-68-waregem,ON0NR0QN,Waregem,No Vegetarian Categories,1
merdin-3,3R7P3N,Keerbergen,No Vegetarian Categories,1
sipan,3RQ50N,Rotselaar,No Vegetarian Categories,1
bistro-begijnenhof,R0Q375QN,Booischot,No Vegetarian Categories,1
centrum-kebap-zonhoven,0103NO11,Hasselt,No Vegetarian Categories,1
new-york-pizza-houthalen,030RNO7N,Houthalen,"Vegan pizza's,Vegetarian pizza,Vegan pizza",3
doner-kebab-bahri,0PNQOQ11,Houthalen,No Vegetarian Categories,1
eethuisspalbeek,0PQP755N,Halen,No Vegetarian Categories,1
royal-donuts-bagels-genk,0Q71Q55N,As,"Vegan donuts,Royal crossnut vegan fourré,Royal crossnut vegan filled",3
star-sushi-asian-cuisine-hasselt-1,301R0Q7N,Halen,No Vegetarian Categories,1
chef-eethuis,33OQ577N,Hasselt,No Vegetarian Categories,1
snack-aydin-genk,37313R1,As,No Vegetarian Categories,1
frituur-muzzy,3OR0PQ7N,Kuringen,No Vegetarian Categories,1
anatolia-lummen-4,3PR1N37N,Diest,No Vegetarian Categories,1
pizza-family-2,3R315R7N,Hasselt,No Vegetarian Categories,1
aladin,531PNO3,Hasselt,No Vegetarian Categories,1
pizza-masters-hasselt-1,5775NNN,Hasselt,No Vegetarian Categories,1
de-mijn,5PNPOO3,Houthalen,No Vegetarian Categories,1
ustun,NQNNOQ7,Houthalen,No Vegetarian Categories,1
frituur-het-verschil,NQR5RPR,Hasselt,No Vegetarian Categories,1
vivaivini-ristoro-wijnbar,O10Q03PN,Hasselt,No Vegetarian Categories,1
koji-sushi,O1Q0Q7PN,Hasselt,No Vegetarian Categories,1
hasseltse-kebab,O31P1501,Hasselt,"Vegetarian (small),Vegetarian (large)",2
star-sushi-asian-cuisine-3500,O5007N7N,Hasselt,No Vegetarian Categories,1
panini-grill-heusden-zolder,O500N7N1,Paal,No Vegetarian Categories,1
bio-sushi,O7O0Q17N,Hasselt,No Vegetarian Categories,1
belchicken-hasselt,ONP0RN5N,Hasselt,No Vegetarian Categories,1
top-sushi,OOPR5701,Hasselt,No Vegetarian Categories,1
ustun-kebab,OOPRRQPN,Hasselt,No Vegetarian Categories,1
plaza-snacks,OPR5Q17N,Heusden-Zolder,No Vegetarian Categories,1
qubbe-bvba,OPRQPRN1,Opglabbeek,No Vegetarian Categories,1
lagash-3600,OQ51RRR,Zutendaal,"Cig kofte (koud, vegan),Kumpir (warm, vegetarisch/optioneel vegan)",4
my-kebab-zonhoven,OQNONN11,Hasselt,No Vegetarian Categories,1
frituur-t-bekske-1,OQQ0O07N,Paal,No Vegetarian Categories,1
dominos-pizza-zonhoven,OR33135N,Zonhoven,"Pizzas vegan,Vegan Pizza's",2
thai-cafe-hasselt,ORN7O031,Hasselt,No Vegetarian Categories,1
pizza-service-hasselt,ORRNQNPN,Hasselt,No Vegetarian Categories,1
only-pizza,QO70N15,Hasselt,No Vegetarian Categories,1
nutsland,R7O051QN,Hasselt,No Vegetarian Categories,1
pita-gyros-akropolis-hasselt,RNPOPNQN,Hasselt,No Vegetarian Categories,1
pastalia-zonhoven,RONR1OQN,Hasselt,No Vegetarian Categories,1
venus-3520,RPO13PQN,Hasselt,No Vegetarian Categories,1
happybites,RPQPNOQN,Hasselt,No Vegetarian Categories,1
sushi-saki,RR03OOQN,Hasselt,No Vegetarian Categories,1
familgia,RRR1O3QN,Opglabbeek,No Vegetarian Categories,1
italian-delight,5R307P3,Meulebeke,No Vegetarian Categories,1
snack-zomergem,RRQ53OQN,Waarschoot,No Vegetarian Categories,1
dominos-pizza-torhout,01NR5R5N,Torhout,"Pizzas vegan,Vegan Pizza's",2
pizza-di-trevi-torhout-2,0Q0O00N1,Ichtegem,No Vegetarian Categories,1
nicos-pizza-house,N35Q,Koekelare,No Vegetarian Categories,1
royal-foodhouse,NP3Q7P7,Snellegem,No Vegetarian Categories,1
star-pizza-ruddervoorde,O5Q1R3N1,Koekelare,No Vegetarian Categories,1
snack-aydin-ham,011ROQ5N,Mol,No Vegetarian Categories,1
baskent-balen-balen,07Q00711,Mol,No Vegetarian Categories,1
istanbul-balen,303NRO7N,Mol,No Vegetarian Categories,1
nefertete,335RPP1,Mol,No Vegetarian Categories,1
balense-kebap,5RRR703,Mol,No Vegetarian Categories,1
efes-mol-1,N7Q315O,Mol,No Vegetarian Categories,1
the-burger-lommel,O0571031,Lommel,No Vegetarian Categories,1
milo-ii-kebap-pizza-pasta,ON050QPN,Retie,No Vegetarian Categories,1
dominos-pizza-mol,ON7P1NPN,Mol,"Pizzas vegan,Vegan Pizza's",2
t-gouden-hapje,OR0R117N,Lommel,No Vegetarian Categories,1
royal-donuts-bagels,ORQQQ0PN,Lommel,"Vegan donuts,Royal crossnut vegan fourré",2
kral-snacks,RO1P5O1,Lommel,No Vegetarian Categories,1
kent-mol,ROP35NQN,Mol,No Vegetarian Categories,1
pizza-aversa-wingene,OOP7R0N1,Torhout,No Vegetarian Categories,1
antwerp-fried-chicken-merksem-1,0N137131,Antwerp,No Vegetarian Categories,1
hawaiian-poke-bowl-wijnegem,0O57R75N,Schoten,No Vegetarian Categories,1
diamond-pizza-merksem,0RQO1R11,Antwerp,No Vegetarian Categories,1
eethuis-istanbul-deurne,5P5R1QN,Antwerp,No Vegetarian Categories,1
youwok-anvers,N001P7Q,Schoten,No Vegetarian Categories,1
pizza-phone-merksem,N115,Antwerp,No Vegetarian Categories,1
letsushi,NQN50RO,Schoten,No Vegetarian Categories,1
sushi-huis-merksem-2170,O01Q57PN,Antwerp,No Vegetarian Categories,1
swatow-deurne,O0Q71031,Antwerp,No Vegetarian Categories,1
pizza-talias-concept-antwerpen,O1QOQPPN,Antwerp,No Vegetarian Categories,1
dunkin-wijnegem,O3Q5O55N,Schoten,Vegan donuts,1
snack-ayouni-deurne,ON55717N,Antwerp,No Vegetarian Categories,1
the-pizza-corner-antwerpen,OOPO01PN,Antwerp,No Vegetarian Categories,1
mcdonalds-wijnegem-shopping,OPNN3QPN,Schoten,No Vegetarian Categories,1
maki-maki-antwerpen,OQOO35PN,Antwerp,Nos makis veggies/vegan,1
frituur-t-kroontje,ORQQP35N,Antwerp,No Vegetarian Categories,1
dunya-doner,Q570N7QN,Antwerp,No Vegetarian Categories,1
pizzalijn-merksem-2,Q5711OO,Antwerp,No Vegetarian Categories,1
pizza-pasta-express-antwerpen,R0OR55QN,Antwerp,No Vegetarian Categories,1
kiyoshi-sushi,R1PQR5QN,Antwerp,No Vegetarian Categories,1
dominos-pizza-schoten-1,R75Q3PQN,Schoten,"Pizzas vegan,Vegan Pizza's",2
pand22,RPR5PPQN,Antwerp,No Vegetarian Categories,1
dam-dam-pizza,RQ3QROQN,Antwerp,No Vegetarian Categories,1
pizza-giorno-schoten,0ONONQ5N,Schoten,No Vegetarian Categories,1
donerix,37RQNO,Antwerp,No Vegetarian Categories,1
wok-paleis,5PP7P03,Antwerp,No Vegetarian Categories,1
napoli-schoten,N0PONNQ,Schoten,No Vegetarian Categories,1
cyprus-1,NNPPORO,Schoten,No Vegetarian Categories,1
oish-sushi,NR1RRN7,Schoten,No Vegetarian Categories,1
kingsrib,O1P0PNPN,Schoten,No Vegetarian Categories,1
sushi-schoten,O35RN17N,Schoten,No Vegetarian Categories,1
bodega-gilles,OR3O0031,Schilde,No Vegetarian Categories,1
sushi-centrum,Q7ORON5,Antwerp,No Vegetarian Categories,1
tasty-thai,R7QP05QN,Schoten,No Vegetarian Categories,1
meeneem-pizza,5O7NQ73,Bellem,No Vegetarian Categories,1
pita-pizza-pyramide-aalter,ON7711PN,Bellem,No Vegetarian Categories,1
pizza-valo,OOQQ11QN,Poeke,No Vegetarian Categories,1
frituur-yvonne,RQQQN3QN,Bellem,No Vegetarian Categories,1
pizza-hut-delivery-izegem,5PO7773,Lendelede,No Vegetarian Categories,1
resto-snack-istanbul,N10P315,Lendelede,No Vegetarian Categories,1
dominos-pizza-izegem,O5P7PRPN,Izegem,"Pizzas vegan,Vegan Pizza's",2
izegem-sushi,R3QQO3QN,Lendelede,No Vegetarian Categories,1
sushi-planet-izegem,R7Q37OQN,Lendelede,No Vegetarian Categories,1
pizzeria-valsugana,O3PNOO01,Dentergem,No Vegetarian Categories,1
sushi-deinze,017R7Q5N,Eke,"Vegan sushi rolls,Futomaki vegan rolls,Uramaki vegan rolls",3
la-bicyclette,05PP755N,Deinze,No Vegetarian Categories,1
hb-resto,0OPP3R11,Ghent,No Vegetarian Categories,1
pyramida-grill,3Q00R77N,Deinze,No Vegetarian Categories,1
foodbart,O0RNPRR,Eke,No Vegetarian Categories,1
gok-garden-deinze,OOQ7PR01,Zevergem,No Vegetarian Categories,1
pizza-di-trevi-2,OPON0RPN,Zevergem,No Vegetarian Categories,1
een-kleintje-met,OQP17QPN,Deinze,Vegetarian snacks,1
dominos-pizza-deinze-1,Q57507QN,Eke,"Pizzas vegan,Vegan Pizza's",2
bruschetta-mia-deinze,RNP375QN,Deinze,No Vegetarian Categories,1
pizza-zandhoven,553R1O3,Zandhoven,No Vegetarian Categories,1
efes-vosselaar,N0QN705,Turnhout,No Vegetarian Categories,1
pizza-forty-five-vosselaar,O3RQR3N1,Turnhout,No Vegetarian Categories,1
lilse-kebap,RQOQQO1,Poederlee,No Vegetarian Categories,1
kebap-oelegem,0QQPN,Emblem,No Vegetarian Categories,1
thai-take-away-saengrawee,31RNN0QN,Averbode,No Vegetarian Categories,1
midyat-1,N501O5O,Rotselaar,No Vegetarian Categories,1
dominos-pizza-aarschot,RR35P3QN,Aarschot,"Pizzas vegan,Vegan Pizza's",2
frituur-de-puntzak,R0RPR5QN,Herentals,No Vegetarian Categories,1
antalya-kebab-2280,R3ORQ5QN,Zandhoven,No Vegetarian Categories,1
pizza-hut-delivery-schilde,Q037QO3,Halle,No Vegetarian Categories,1
rosario-herentals,N50PQ3R,Herentals,No Vegetarian Categories,1
dubrovnik-grill,NO1PQ3R,Herentals,No Vegetarian Categories,1
eethuis-troja,NP57Q05,Herentals,Vegetarian,1
pizza-pita-house,OPRPN,Herentals,No Vegetarian Categories,1
dennis-kebap,3NQP5R,Averbode,No Vegetarian Categories,1
snack-unal,N5OPQ77,Lommel,No Vegetarian Categories,1
milo-bebap-pizza-pasta,NO7NQR7,Retie,No Vegetarian Categories,1
frietboetiek-by-hilde,O0RQ5031,Holven,No Vegetarian Categories,1
sushi-king-mol,O3RQNQPN,Mol,No Vegetarian Categories,1
bros-burgers-mol,O5NQ717N,Retie,No Vegetarian Categories,1
frituur-one-15,O7717Q5,Holven,No Vegetarian Categories,1
kokoro-sushi,OO37N7N1,Lommel,No Vegetarian Categories,1
ela-kebap,OP7P77PN,Mol,No Vegetarian Categories,1
eethuis-nazar-laakdal,OPPQ1131,Holven,No Vegetarian Categories,1
t-oud-lier,0ORO5P11,Kessel,No Vegetarian Categories,1
t-bruggeske,31QPPR7N,Lier,No Vegetarian Categories,1
callpizza,37011,Mechelen,No Vegetarian Categories,1
au-fond-du-2500,O0013031,Lier,No Vegetarian Categories,1
pizza-bodrum-ochange,O0NP0RP,Mechelen,No Vegetarian Categories,1
dominos-pizza-lier,O11P3RR,Lier,"Pizzas vegan,Vegan Pizza's",2
pizza-zaga-2860,OPRNNQPN,Mechelen,No Vegetarian Categories,1
snack-2500,OR03N3N1,Lier,No Vegetarian Categories,1
kikai-sushi,RP337OQN,Mechelen,No Vegetarian Categories,1
loons-qebap,5107503,Berlingen,No Vegetarian Categories,1
pompei-borgloon,ON15055N,Mechelen-Bovelingen,No Vegetarian Categories,1
boona-bar,R37ROPQN,Berlingen,No Vegetarian Categories,1
pitta-melita-zulte,353RPO7N,Ooigem,No Vegetarian Categories,1
pizza-talia-waregem,55P1R73,Ooigem,No Vegetarian Categories,1
pizza-husrev,NQRQNR7,Ooigem,No Vegetarian Categories,1
dominos-pizza-waregem,O0555O5N,Ooigem,"Pizzas vegan,Vegan Pizza's",2
sushi-home-1,ONR7735N,Ooigem,No Vegetarian Categories,1
pizzeria-da-romy-waregem,OON101N1,Ooigem,No Vegetarian Categories,1
pizza-hut-delivery-waregem-1,ORR001QN,Ooigem,No Vegetarian Categories,1
streettacos,R3NPP3QN,Ooigem,No Vegetarian Categories,1
rikes-foodbar,R5O371QN,Ooigem,No Vegetarian Categories,1
frituur-de-nieuwe-passage,RO1P1NQN,Ooigem,No Vegetarian Categories,1
pizza-heat-kalken,3153757N,Beervelde,No Vegetarian Categories,1
hinode-sushi-eeklo,O0N5107N,Waarschoot,No Vegetarian Categories,1
pitta-pizza-izmir-eeklo,O700107N,Waarschoot,No Vegetarian Categories,1
marhaba-kalken,3P715Q7N,Wetteren,No Vegetarian Categories,1
de-waaiberg-aarsele,00R05O7N,Dentergem,No Vegetarian Categories,1
pitta-kervan-ruislede,01OO3O11,Bellem,No Vegetarian Categories,1
pizza-hut-delivery-tielt,0PO35O11,Tielt,No Vegetarian Categories,1
snack-tielt-1,0Q37P0N1,Kanegem,No Vegetarian Categories,1
pizza-aversa,NQ3OQ7O,Dentergem,No Vegetarian Categories,1
everest-sushi,ORQ5NN7N,Ooigem,Vegan world,1
pita-antalya-tielt,R0RPOOQN,Dentergem,No Vegetarian Categories,1
dominos-pizza-tielt-1,RQ10RNQN,Kanegem,"Pizzas vegan,Vegan Pizza's",2
pizzeria-lyaz-diksmuide,3N0RQQ7N,Koekelare,No Vegetarian Categories,1
shaan-pizza-ichtegem-1,OQN10Q01,Koekelare,No Vegetarian Categories,1
bellas,ORQO7001,Leke,No Vegetarian Categories,1
broodjes-frituur-tdorp,01RO0P5N,Herdersem,No Vegetarian Categories,1
papis-pizza,N3N577O,Lebbeke,No Vegetarian Categories,1
frituur-sporthal-9340,0QO7N37N,Bambrugge,No Vegetarian Categories,1
pizza-heat-wetteren,5QP3NP3,Wetteren,No Vegetarian Categories,1
dominos-pizza-wetteren,OORR0QPN,Wetteren,"Pizzas vegan,Vegan Pizza's",2
exprezz-pizza,55OORP3,Merelbeke,No Vegetarian Categories,1
pizza-talia-original-wetteren,O0RQQ001,Wetteren,No Vegetarian Categories,1
pizza-hanoo-1,O3OO307N,Wetteren,No Vegetarian Categories,1
pizza-sara,033O0P11,Schoonaarde,No Vegetarian Categories,1
squadra-opdorp,0NR5N,Schoonaarde,No Vegetarian Categories,1
pizza-delicia-3-buggenhout,0O7N7N11,Schoonaarde,No Vegetarian Categories,1
magic-food,0R50NR11,Schoonaarde,No Vegetarian Categories,1
pizzalicious-berlare,37OQNR7N,Schoonaarde,No Vegetarian Categories,1
pizza-hut-delivery-dendermonde-2,3P5R1R7N,Schoonaarde,No Vegetarian Categories,1
tatis,3RP7357N,Schoonaarde,No Vegetarian Categories,1
pizzaheat,573N7P3,Schoonaarde,No Vegetarian Categories,1
pitta-bodrum-9200,NO1017R,Schoonaarde,No Vegetarian Categories,1
t-frietgenot-gijzegem,O100NRPN,Schoonaarde,No Vegetarian Categories,1
kingribs-dendermonde,O13330QN,Schoonaarde,No Vegetarian Categories,1
dominos-pizza-dendermonde,O1NP5RR,Schoonaarde,"Pizzas vegan,Vegan Pizza's",2
sushi-marina,O5R73RPN,Schoonaarde,No Vegetarian Categories,1
pitta-new-york-hamme-1,O5ROO0QN,Schoonaarde,No Vegetarian Categories,1
deluxe-burger-dendermonde,O730R35N,Schoonaarde,No Vegetarian Categories,1
twee-bruggen-brasserie-sushi,ONQ7007N,Schoonaarde,No Vegetarian Categories,1
seven-pizza,OP5N017N,Schoonaarde,No Vegetarian Categories,1
pizza-heat-1,OPO57Q5,Schoonaarde,No Vegetarian Categories,1
nori-sushi,OQ101R01,Schoonaarde,No Vegetarian Categories,1
pizza-pita-ege-2,OQQ7PRP,Schoonaarde,No Vegetarian Categories,1
pitta-pizza-melissa,ORO10111,Zele,No Vegetarian Categories,1
antalya-pita,QO3R3QO,Schoonaarde,No Vegetarian Categories,1
pizza-lounge-hamme-1,QRQQQPO,Schoonaarde,No Vegetarian Categories,1
de-griekse-pita,RR3N51QN,Schoonaarde,No Vegetarian Categories,1
pizza-hut-delivery-palinghuizen,NP55R3R,Ghent,No Vegetarian Categories,1
frituur-lor,ONPO0O01,Ghent,No Vegetarian Categories,1
pizza-pita-grillroom-milano,310P0Q7N,Damme,No Vegetarian Categories,1
snack-aalst,31RP7O7N,Aalst,No Vegetarian Categories,1
magnum-and-benjerrys-store-aalst,37P71R7N,Aalst,No Vegetarian Categories,1
la-ricotta-1,3P3R3R7N,Aalst,No Vegetarian Categories,1
fistro,3R5P557N,Aalst,Vegan power,1
belchicken-aalst,3ROO7R7N,Aalst,No Vegetarian Categories,1
el-nachos,51ROQ03,Aalst,No Vegetarian Categories,1
pitta-moorselbaan,O00N0N7,Aalst,No Vegetarian Categories,1
pizzo,O0370N11,Aalst,No Vegetarian Categories,1
migato-sushi,O17P535N,Aalst,No Vegetarian Categories,1
pizza-hut-delivery-aalst-2,O3QQP0QN,Aalst,No Vegetarian Categories,1
pita-vrede,O55111QN,Aalst,No Vegetarian Categories,1
frituur-milo-aalst,O7O50N11,Aalst,No Vegetarian Categories,1
anatolia-9200,ON3PO77,Aalst,No Vegetarian Categories,1
pitta-gizem,OR3O1N01,Aalst,No Vegetarian Categories,1
jv-fooddrinks,Q3RN07QN,Aalst,No Vegetarian Categories,1
nara-sushi-restaurant,RN7O5NQN,Aalst,No Vegetarian Categories,1
romy-focaccia-salade,RP5705QN,Aalst,No Vegetarian Categories,1
frituur-mijlbeek,RPQ71O1,Aalst,No Vegetarian Categories,1
frituur-anita-9300,RQN01PQN,Aalst,No Vegetarian Categories,1
pizzeria-la-salina,RRRON5QN,Aalst,No Vegetarian Categories,1
dominos-pizza-gent-2,N1RNP5N,Ghent,"Pizzas vegan,Vegan Pizza's",2
de-frietschap,NR0310R,Ghent,Vegan snacks,1
de-frietschap-brugsesteenweg,O7375ON1,Ghent,Vegan snacks,1
pizza-bella-vista,OPN7Q7PN,Veurne,No Vegetarian Categories,1
pizza-service-ekeren,013PR311,Kapellen,No Vegetarian Categories,1
dominos-pizza-ekeren,05O35R5N,Kapellen,"Pizzas vegan,Vegan Pizza's",2
4-seizoene,0QR11311,Kapellen,No Vegetarian Categories,1
gold-pizza,315Q377N,Kapellen,No Vegetarian Categories,1
giovannis-kapellen,3731OR7N,Kapellen,No Vegetarian Categories,1
bella-vita-ekeren,37P305,Kapellen,No Vegetarian Categories,1
mr-ribs-kapellen,3PN5057N,Kapellen,Vegetarian,1
more-pizzas,3ROR0Q7N,Kapellen,No Vegetarian Categories,1
marios-pizza,503ONO3,Kapellen,No Vegetarian Categories,1
pizza-verdi-ekeren-1,53001ON,Kapellen,No Vegetarian Categories,1
pizzahome,7N15,Kapellen,No Vegetarian Categories,1
liya-kebab-pizzaria-1,N17R55O,Kapellen,No Vegetarian Categories,1
lucky-star-1,N3RO73Q,Kapellen,No Vegetarian Categories,1
mabista-sushi,N51Q00Q,Kapellen,No Vegetarian Categories,1
sushi-royal,NNPQR75,Kapellen,No Vegetarian Categories,1
la-serviette,NQ5N037,Kapellen,No Vegetarian Categories,1
sushi-corner-1,NRO377O,Kapellen,No Vegetarian Categories,1
sushi-masago-stabroek,O0NQP0QN,Kapellen,No Vegetarian Categories,1
poke-bowls-fireburger,O111317,Kapellen,No Vegetarian Categories,1
pizza-hut-delivery-kapellen,O1NR5P7N,Kapellen,No Vegetarian Categories,1
antep-gcv,O1ROO17,Kapellen,No Vegetarian Categories,1
eker-sushi,O375OQPN,Kapellen,No Vegetarian Categories,1
royal-belinda,O3RP1031,Kapellen,No Vegetarian Categories,1
sushi-sawara,O70O7PPN,Kapellen,No Vegetarian Categories,1
sushi-boot-brasschaat-2,O71QP0QN,Kapellen,No Vegetarian Categories,1
sanas-bowl,O7QOP0QN,Kapellen,No Vegetarian Categories,1
sushiboot,OO1111N1,Kapellen,No Vegetarian Categories,1
om-sushi,OOR571N1,Kapellen,No Vegetarian Categories,1
njam-thai-ekeren,OP50037N,Kapellen,No Vegetarian Categories,1
giovannis-brasschaat,OPP73ON1,Kapellen,No Vegetarian Categories,1
sushi-merksem,OQ5PQ0PN,Kapellen,No Vegetarian Categories,1
pyramide-kalmthout,P7171N,Kapellen,No Vegetarian Categories,1
maison-a-deux,Q31317QN,Kapellen,No Vegetarian Categories,1
gari-sushi,Q3NOPPO,Kapellen,No Vegetarian Categories,1
vicenza,Q57OOOO,Kapellen,No Vegetarian Categories,1
murat-pita-pizza-pasta,QQNQOQO,Kapellen,No Vegetarian Categories,1
momo-sushi-1,R73O3PQN,Kapellen,No Vegetarian Categories,1
la-casa-de-schutter-stabroek,R7N755QN,Kapellen,No Vegetarian Categories,1
sushi-spot,R7P3N5QN,Kapellen,No Vegetarian Categories,1
pizza-phone-brasschaat,RN37,Schoten,No Vegetarian Categories,1
la-casa-de-schutter,RON755QN,Kapellen,No Vegetarian Categories,1
la-casa-mia-wuustwezel,RP3Q7NQN,Kapellen,No Vegetarian Categories,1
istanbul-pizza-pita,RP3R05QN,Kapellen,No Vegetarian Categories,1
la-casa-mia-kapellen,RPRQ5OQN,Kapellen,No Vegetarian Categories,1
pizza-pronto-stabroek-1,RQ133NQN,Kapellen,No Vegetarian Categories,1
grill-garden-ekeren-2180,RQRO53QN,Kapellen,No Vegetarian Categories,1
fiberapps,03PP3O11,Ghent,No Vegetarian Categories,1
snack-pamukkale-gent-1,0PRQ737N,Ghent,No Vegetarian Categories,1
york-pizza-gent,3ROPPN7N,Ghent,"Vegan pizza's,Vegetarian pizza,Vegan pizza",3
pizza-hut-delivery-gent-heuvelpoort-1,N355R3R,Ghent,No Vegetarian Categories,1
dominos-pizza-gent-st-pieters,N57177O,Ghent,"Pizzas vegan,Vegan Pizza's",2
burgerista,O37R3QPN,Ghent,The Vegetarian Butcher,1
ness-burgers,O5R5NN7N,Ghent,No Vegetarian Categories,1
pizza-santa,OR510PPN,Ghent,No Vegetarian Categories,1
uniq-kebab-gent-2,RO33ROQN,Ghent,No Vegetarian Categories,1
down-town,05OQ1O11,Damme,No Vegetarian Categories,1
pitta-maldegem-maldegem,3PONPR7N,Maldegem,No Vegetarian Categories,1
bollero,O0P0RQR,Waarschoot,No Vegetarian Categories,1
pizza-midas-1,ON5Q1P01,Damme,No Vegetarian Categories,1
pizza-hut-delivery-maldegem,OPONNN7,Maldegem,No Vegetarian Categories,1
goodys,P0Q7PP,Waarschoot,No Vegetarian Categories,1
aloha-poke,3N0P077N,Damme,No Vegetarian Categories,1
dominos-pizza-brugge-sint-pieters,3QO5077N,Zuienkerke,"Pizzas vegan,Vegan Pizza's",2
faitsdivers,00707P5N,Ghent,No Vegetarian Categories,1
2bangkok-thai,00P3P55N,Ghent,Vegetarian,1
hey-joo,00Q37Q5N,Ghent,Vegan,1
zuiver-op-de-graat,0157RP11,Ghent,No Vegetarian Categories,1
johnnys-burger-gent-dendermondsesteenweg,01Q0QO7N,Ghent,No Vegetarian Categories,1
halab-al-shahbae-2,030P5O7N,Ghent,No Vegetarian Categories,1
kulba-kabul,05305311,Ghent,No Vegetarian Categories,1
little-asia-gent,053700N1,Ghent,No Vegetarian Categories,1
meshur-adiyaman-cigkofte,05O73P11,Ghent,No Vegetarian Categories,1
mcdonalds-gent-korenmarkt,0N0P7711,Ghent,No Vegetarian Categories,1
mcdonalds-martelaars,0N3Q1Q11,Ghent,No Vegetarian Categories,1
om-gent,0ONQQ311,Ghent,Vegan gerechten,1
la-lanterna-oostakker,0QN3QQ5N,Ghent,No Vegetarian Categories,1
sushi-palace-gent,300ON3,Ghent,No Vegetarian Categories,1
jimmy-pizza,3057Q77N,Ghent,No Vegetarian Categories,1
lucy-chang-gent,30QNP71,Ghent,No Vegetarian Categories,1
golden-friet-gent,31PN7Q7N,Ghent,No Vegetarian Categories,1
the-ribhouse,3377571,Ghent,No Vegetarian Categories,1
broodjeszaak-hope,357Q557N,Ghent,No Vegetarian Categories,1
gulhan,35P7ON,Ghent,No Vegetarian Categories,1
open-wok,3O10PP1,Ghent,No Vegetarian Categories,1
in-choc-gent,3OP3RQ7N,Ghent,No Vegetarian Categories,1
lujain-restaurant,3ORO1R7N,Ghent,No Vegetarian Categories,1
frituur-vrijdagmarkt,3PPONR7N,Ghent,No Vegetarian Categories,1
pizza-delta,3Q73N0QN,Ghent,No Vegetarian Categories,1
bursa-kebab,3QNPNR7N,Ghent,No Vegetarian Categories,1
gok,3R57ON,Ghent,No Vegetarian Categories,1
sezer-snack-1,5P705O3,Ghent,No Vegetarian Categories,1
frites-atelier-2,N003POR,Ghent,No Vegetarian Categories,1
shilies,N1RO00Q,Ghent,No Vegetarian Categories,1
fitchen-1,N30NR5R,Ghent,VEGGIE / VEGAN,1
unique-asia,N35PPO7,Ghent,No Vegetarian Categories,1
emilys-frituur,N5QNN5R,Ghent,No Vegetarian Categories,1
anar,N70P70Q,Ghent,No Vegetarian Categories,1
pizza-hut-delivery-oostakker-1,N7O5R3R,Ghent,No Vegetarian Categories,1
sushi-paradise-gent-1,NN0ROR7,Ghent,No Vegetarian Categories,1
libanese-snack,NNNQ3NQ,Ghent,No Vegetarian Categories,1
frituur-artevelde,NPO1ONQ,Ghent,Vegetarian snacks,1
akdeniz-gent,NQ133N5,Ghent,No Vegetarian Categories,1
scoober-test-restaurant-ghent,NQ330NR,Ghent,No Vegetarian Categories,1
tasty-world-1,NQ77RR3,Ghent,Vegetarian burger,1
pasta-la-vista-gent,NQO5Q3R,Ghent,No Vegetarian Categories,1
eee,NQRN5P7,Ghent,No Vegetarian Categories,1
otomat-1,NRRQ107,Ghent,No Vegetarian Categories,1
india-palace-gent,O01707PN,Ghent,No Vegetarian Categories,1
il-cortile-gent,O03OORR,Ghent,No Vegetarian Categories,1
sandwich-croccante,O057Q7PN,Ghent,No Vegetarian Categories,1
restaurant-ozkonya,O07N17N1,Ghent,No Vegetarian Categories,1
pitta-isparta,O0P17RN1,Ghent,"Vegetarian sandwich (small),Vegetarian sandwich (large)",2
way,O0P3RO01,Ghent,No Vegetarian Categories,1
selis-noodles-bar,O0Q7RRPN,Ghent,No Vegetarian Categories,1
frituur-t-zuid-gent,O1000031,Ghent,Vegetarian snacks,1
pitta-03,O1355Q01,Ghent,No Vegetarian Categories,1
frietshop-gentbrugge,O173RRR,Ghent,Vegan,1
mr-wok,O1O0Q1N1,Ghent,No Vegetarian Categories,1
beiruti,O1PQ3O01,Ghent,No Vegetarian Categories,1
pitta-sari-9040,O1Q53111,Ghent,No Vegetarian Categories,1
anahita,O1RQQRN1,Ghent,No Vegetarian Categories,1
sushi-poel,O3N33P7N,Ghent,No Vegetarian Categories,1
belchicken-rooigemlaan,O3NR77R1,Ghent,No Vegetarian Categories,1
rabot-dumpling-house,O3RON3PN,Ghent,No Vegetarian Categories,1
neapolis-gent,O50777N1,Ghent,No Vegetarian Categories,1
bavet-hooiaard,O537N7PN,Ghent,No Vegetarian Categories,1
